name,measured log(solubility:mol/L),SMILES,MolWt,HeavyAtomCount,RingCount,LogP,MaxPartialCharge,MinPartialCharge,NOCount
Reposal,-2.696,CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,262.309,19.0,3.0,1.4952,0.327650702198058,-0.276533454600921,5.0
2-Bromonapthalene,-4.4,Brc1ccc2ccccc2c1,207.07,11.0,2.0,3.6023000000000014,0.0181142707918457,-0.0616296963639705,0.0
"1,2-Diethylbenzene",-3.28,CCc1ccccc1CC,134.22199999999998,10.0,1.0,2.811400000000001,-0.0304709885568064,-0.0619745799359186,0.0
"Sparsomycin (3,8mg/ml)",-1.981,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,361.4450000000001,23.0,1.0,-1.068879999999999,0.3254099796155924,-0.394208267524447,8.0
butachlor,-4.19,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,311.85300000000007,21.0,1.0,4.157400000000004,0.2433163656200226,-0.3606546147217358,3.0
Phenylthiourea,-1.77,NC(=S)Nc1ccccc1,152.22199999999998,10.0,1.0,1.3421,0.1676289032626509,-0.3760476532583297,2.0
2-Methyl-3-pentanol,-0.7,CCC(O)C(C)C,102.177,7.0,0.0,1.4133,0.0560054148753896,-0.392874853983553,1.0
Cortisone,-3.11,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,360.45000000000016,26.0,4.0,1.9898,0.1896418237955756,-0.3884641012481243,5.0
Diethyl ether ,-0.09,CCOCC,74.123,5.0,0.0,1.0428000000000002,0.0437084125246928,-0.3820258357826421,1.0
Diiodomethane,-2.34,ICI,267.835,3.0,0.0,1.8139,0.0516225232223701,-0.0747631716530579,0.0
4-Methyl-2-pentanone,-0.74,CC(C)CC(=O)C,100.161,7.0,0.0,1.6215,0.1295951211737157,-0.3000199627172533,1.0
"2,2-Dimethylbutane",-3.55,CCC(C)(C)C,86.17799999999998,6.0,0.0,2.442500000000001,-0.0385231176562679,-0.0648833608384882,0.0
"P,P'-DDD",-7.2,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,320.04600000000005,18.0,2.0,5.929000000000003,0.1182231305845166,-0.1043364023454487,0.0
t-Butylbenzene ,-3.66,CC(C)(C)c1ccccc1,134.22199999999998,10.0,1.0,2.984100000000001,-0.0131854213368171,-0.0622480450588484,0.0
Propiconazole,-3.493,CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,342.2260000000001,22.0,3.0,3.653400000000003,0.2166721983597147,-0.3416219079036033,5.0
megestrol acetate,-5.35,CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,384.5160000000002,28.0,4.0,4.575300000000004,0.303141909102153,-0.4506405377961875,4.0
Secobarbital,-2.356,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,238.28699999999995,17.0,1.0,1.3510999999999993,0.3276324785084715,-0.2768030836389297,5.0
"1,2,3-Trimethylbenzene ",-3.2,Cc1cccc(C)c1C,120.195,9.0,1.0,2.611860000000001,-0.0392482612518322,-0.0617212977802398,0.0
Endrin,-6.18,ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,380.913,19.0,5.0,4.481400000000002,0.1663590476938064,-0.3689612624728717,1.0
Trichlorfon,-0.22,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,257.437,12.0,0.0,2.1609000000000003,0.3623325117798049,-0.3770194099349807,4.0
3-Hexanone,-0.83,CCCC(=O)CC,100.161,7.0,0.0,1.7656,0.1321260055287857,-0.2997294705257708,1.0
1-Bromooctane,-5.06,CCCCCCCCBr,193.128,9.0,0.0,3.741800000000003,0.003125302405515,-0.0928078039875834,0.0
4-Methylpentanol,-1.14,CC(C)CCCO,102.177,7.0,0.0,1.4149,0.0430622534760518,-0.3963763880076669,1.0
Fluometuron,-3.43,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,232.205,16.0,1.0,2.7989000000000006,0.4159855244033364,-0.3306530422710292,3.0
5-Allyl-5-methylbarbital,-1.16,O=C1NC(=O)NC(=O)C1(C)CC=C,182.179,13.0,1.0,-0.0652000000000003,0.3276318926142023,-0.2768218958613851,5.0
Warfarin,-3.893,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,308.3330000000001,23.0,3.0,3.609600000000003,0.3433659361745307,-0.5065917727995054,4.0
Etofenprox,-8.6,CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,376.496,28.0,3.0,6.372000000000007,0.1272900140266389,-0.4938897585391704,3.0
"1,2,4-Trichlorobenzene",-3.59,Clc1ccc(Cl)c(Cl)c1,181.449,9.0,1.0,3.6468000000000007,0.0606613048593648,-0.0842870944577313,0.0
Isazofos,-3.658,CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,313.747,18.0,1.0,3.1887000000000016,0.3824380281313804,-0.3879013890457807,6.0
bromopropylate,-4.93,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,428.12000000000006,22.0,2.0,4.3991000000000025,0.3474436988977703,-0.4603106591690694,3.0
Cyhalothrin,-8.176,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,449.8560000000001,31.0,3.0,6.543980000000005,0.4261222976920462,-0.457370815414609,4.0
"1,2-Dichlorotetrafluoroethane",-2.74,FC(F)(Cl)C(F)(F)Cl,170.92000000000002,8.0,0.0,2.6495999999999995,0.3983173063681832,-0.1794618975744244,0.0
diisooctyl phthalate,-6.637,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,390.5640000000002,28.0,1.0,6.433000000000008,0.3385059659036417,-0.4620782094736366,4.0
3-Methyl-3-pentanol,-0.36,CCC(C)(O)CC,102.17699999999998,7.0,0.0,1.5574,0.0614129514853315,-0.3902053852586639,1.0
Cycluron,-2.218,CN(C)C(=O)NC1CCCCCCC1,198.30999999999992,14.0,1.0,2.3705,0.3165885508902913,-0.3352772365520288,3.0
testosterone propionate,-5.37,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,344.4950000000001,25.0,4.0,4.840100000000005,0.3052933424461687,-0.4617772772916195,3.0
Acetophenone,-1.28,CC(=O)c1ccccc1,120.15099999999995,9.0,1.0,1.8892,0.1592984965742936,-0.2945122071568907,1.0
Terbutryn,-4.0,CCNc1nc(NC(C)(C)C)nc(SC)n1,241.364,16.0,1.0,2.2357,0.2283969848027697,-0.3543268540562607,5.0
3-Methyl-2-pentanone,-0.67,CCC(C)C(=O)C,100.161,7.0,0.0,1.6215,0.1321184969628997,-0.2997284170368992,1.0
"2,6-Dinitrotoluene",-3.0,Cc1c(cccc1N(=O)=O)N(=O)=O,182.135,13.0,1.0,1.8114200000000005,0.278684380944421,-0.2582972634915323,6.0
Nitrazepam,-3.796,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,281.271,21.0,3.0,2.3843,0.2697570900400641,-0.3238334332450522,6.0
Cycloheptanol,-0.88,OC1CCCCCC1,114.188,8.0,1.0,1.7015,0.0539847747442606,-0.3931313824680338,1.0
Butanethiol ,-2.18,CCCCS,90.191,5.0,0.0,1.7163,-0.0098014904505619,-0.1793640793767733,0.0
Ethylene,-0.4,C=C,28.053999999999995,2.0,0.0,0.8022,-0.1063110746123637,-0.1063110746123637,0.0
Methaqualone,-2.925,Cc1ccccc1n3c(C)nc2ccccc2c3=O,250.301,19.0,3.0,3.002540000000001,0.2654677569072256,-0.2681674320933315,3.0
Methyl hexanoate,-1.87,CCCCCC(=O)OC,130.18699999999998,9.0,0.0,1.7397,0.3050018374133006,-0.4689954278244128,2.0
Bromacil,-2.523,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,261.119,14.0,1.0,1.57852,0.3283497413377791,-0.3101846646430806,4.0
Anisole,-1.85,COc1ccccc1,108.13999999999996,8.0,1.0,1.6952,0.1183577151370223,-0.4967685686134767,1.0
Ethalfluralin,-6.124,CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,333.266,23.0,1.0,3.924200000000004,0.4164144436681911,-0.3566436486925832,7.0
norflurazon,-4.046,CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,303.67100000000005,20.0,2.0,2.946400000000001,0.4159868878382713,-0.3854453857754371,4.0
piperonal,-1.63,O=Cc2ccc1OCOc1c2 ,150.13299999999998,11.0,2.0,1.2278,0.2308006836048232,-0.453595044356628,3.0
Atratone,-2.084,CCNc1nc(NC(C)C)nc(OC)n1,211.269,15.0,1.0,1.1322999999999996,0.3222702978938616,-0.4666185375425001,6.0
Coumatetralyl,-2.84,O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,292.33400000000006,22.0,4.0,3.9668000000000014,0.3433518776731311,-0.5065920007624213,3.0
1-Bromobutane,-2.37,CCCCBr,137.01999999999998,5.0,0.0,2.1814,0.0031152227076761,-0.092807985075221,0.0
Xipamide,-3.79,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,354.8150000000001,23.0,2.0,2.5621400000000008,0.2589786344443902,-0.5070642573533244,6.0
Perylene,-8.804,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,252.316,20.0,5.0,5.737200000000003,-0.0026374259118045,-0.0610106572986725,0.0
cyclobarbital,-2.17,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 ,236.271,17.0,2.0,1.2492,0.3276506998277391,-0.2765336183766285,5.0
Methyl propionate,-0.14,CCC(=O)OC,88.106,6.0,0.0,0.5694,0.3047207314409239,-0.4690029502830051,2.0
Triamcinolone,-3.68,CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,394.43900000000014,28.0,4.0,0.6204999999999998,0.1923133367738356,-0.3897124018294878,6.0
Carboxin,-3.14,CC1=C(SCCO1)C(=O)Nc2ccccc2,235.308,16.0,2.0,2.620000000000001,0.2650073598554883,-0.4959799719144581,3.0
Dinoseb,-3.38,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,240.21499999999995,17.0,1.0,2.7221000000000024,0.3173696716943812,-0.5018875394209572,7.0
RTI 19,-4.749,CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,252.31699999999995,19.0,3.0,3.4346000000000023,0.2596913172655224,-0.3394169451722924,3.0
Trichloronate,-5.752,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,333.60400000000004,17.0,1.0,5.391500000000002,0.2373809289443064,-0.4417758027941692,2.0
Desmedipham,-4.632,CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,300.314,22.0,2.0,3.8659000000000017,0.4165883461185471,-0.4496076200741812,6.0
"1,7-phenantroline",-2.68,c1cnc2c(c1)ccc3ncccc23,180.21,14.0,3.0,2.7830000000000004,0.0795451487101647,-0.2561835822673856,2.0
2-Iodopropane,-2.09,CC(C)I,169.993,4.0,0.0,1.8298,0.0052955187024984,-0.0832238287430344,0.0
m-Nitroaniline,-2.19,Nc1cccc(c1)N(=O)=O,138.126,10.0,1.0,1.177,0.2709824505064129,-0.3985247880942554,4.0
RTI 16,-4.634,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,270.361,19.0,3.0,2.759900000000001,0.1576916464680472,-0.3320898334468551,4.0
Chlorbufam,-2.617,CC(OC(=O)Nc1cccc(Cl)c1)C#C,223.659,15.0,1.0,2.910200000000001,0.4123581908774902,-0.4330971379946453,3.0
2-Chloro-2-methylbutane,-2.51,CCC(C)(C)Cl,106.596,6.0,0.0,2.4138,0.0387628191670913,-0.1199224254953057,0.0
p-Phenylphenol,-3.48,Oc1ccc(cc1)c2ccccc2,170.211,13.0,2.0,3.059200000000001,0.1151184098530916,-0.5079662449309227,1.0
Chlorothalonil,-5.64,c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,265.914,14.0,1.0,4.043559999999999,0.1023786788740038,-0.1923229001143206,2.0
1-Methylfluorene,-5.22,Cc1cccc2c1Cc3ccccc32,180.25000000000003,14.0,3.0,3.566220000000002,-0.0010825723876776,-0.0619392435289321,0.0
Dimethyl phthalate,-1.66,COC(=O)c1ccccc1C(=O)OC,194.18599999999995,14.0,1.0,1.2597999999999998,0.3382301748364015,-0.4653986201728268,4.0
pregnenolone,-4.65,CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ,316.48500000000007,23.0,4.0,4.515300000000004,0.1329601823800938,-0.3927966848471336,2.0
Lindane,-4.64,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,290.832,12.0,1.0,3.644400000000001,0.0692669085059189,-0.1196637872634997,0.0
"5,5-Diallylbarbital",-2.077,O=C1NC(=O)NC(=O)C1(CC=C)CC=C,208.217,15.0,1.0,0.4909999999999996,0.3276325000863486,-0.2768021552910993,5.0
2-Methylpentane,-3.74,CCCC(C)C,86.178,6.0,0.0,2.442500000000001,-0.0471426354375666,-0.0653725981789939,0.0
Benomyl,-4.883,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,290.323,21.0,2.0,2.572400000000001,0.4132068296416625,-0.4525716711861404,7.0
m-Chlorobromobenzene,-3.21,Clc1cccc(Br)c1,191.455,8.0,1.0,3.102500000000001,0.0416710892579412,-0.0843024684082288,0.0
Nitroethane,-0.22,CCN(=O)=O,75.067,5.0,0.0,0.2829999999999999,0.2006460879185858,-0.2645600287452747,3.0
4-hydroxypyridine,1.02,Oc1ccncc1,95.10099999999998,7.0,1.0,0.7871999999999999,0.1181462425568168,-0.5078495316154672,2.0
deoxycorticosterone acetate,-4.63,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,372.5050000000002,27.0,4.0,4.266700000000004,0.3025638519358757,-0.4578600957861832,4.0
Stirofos,-4.522,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,365.96400000000006,19.0,1.0,5.6015000000000015,0.5290730709406378,-0.402377469860952,4.0
hydantoin,-0.4,O=C1CNC(=O)N1 ,100.077,7.0,1.0,-1.1742,0.3214233815391396,-0.3287180105045655,4.0
diethylstilbestrol,-4.07,CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,268.356,20.0,2.0,4.828600000000005,0.1151180344953318,-0.5079662480135985,2.0
Dichloromethane,-0.63,ClCCl,84.93299999999999,3.0,0.0,1.4215,0.0967063903764919,-0.1091323299005052,0.0
"5,5-Diisopropylbarbital",-2.766,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,212.249,15.0,1.0,0.6507999999999994,0.3276324522286933,-0.2768043358742236,5.0
"1,3,5-Trimethylbenzene ",-3.4,Cc1cc(C)cc(C)c1,120.19499999999998,9.0,1.0,2.611860000000001,-0.0397546831624608,-0.0563652847429749,0.0
Fluorene ,-5.0,C1c2ccccc2c3ccccc13,166.22299999999998,13.0,3.0,3.2578000000000014,-0.0013455207947278,-0.0619392448998263,0.0
4-Chloroanisole,-2.78,COc1ccc(Cl)cc1,142.585,9.0,1.0,2.3486,0.118462655617022,-0.4967667588078224,1.0
tetramethylurea,0.94,CN(C)C(=O)N(C)C ,116.164,8.0,0.0,0.2296,0.3184546747602438,-0.3307910491164176,3.0
Phthalonitrile,-2.38,N#Cc1ccccc1C#N,128.13399999999996,10.0,1.0,1.42996,0.1005089678215078,-0.1923888100080178,2.0
Talbutal,-2.016,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,224.26,16.0,1.0,0.961,0.3276324784995045,-0.2768030849281347,5.0
Prometon,-2.478,COc1nc(NC(C)C)nc(NC(C)C)n1,225.296,16.0,1.0,1.5208,0.3222704131216474,-0.4666185369364296,6.0
Pentachloroethane,-2.6,ClC(Cl)C(Cl)(Cl)Cl,202.295,7.0,0.0,3.1603000000000003,0.2197573178161509,-0.100606720772808,0.0
Napthacene,-8.6,c1ccc2cc3cc4ccccc4cc3cc2c1,228.294,18.0,4.0,5.146200000000003,-0.0171260894978618,-0.0616293497741269,0.0
Methylparaben,-1.827,COC(=O)c1ccc(O)cc1,152.149,11.0,1.0,1.1788,0.3373460519332535,-0.5079661787854562,3.0
Androsterone,-4.402,CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,290.447,21.0,4.0,3.959100000000003,0.1385552844167547,-0.3931197276586113,2.0
dioctyl phthalate,-5.115,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,390.5640000000004,28.0,1.0,6.721200000000008,0.3385059659036322,-0.462078209479341,4.0
3-Chlorobiphenyl,-4.88,c1c(Cl)cccc1c2ccccc2,188.657,13.0,2.0,4.007000000000002,0.0411663526400267,-0.0843213956430221,0.0
1-Chlorobutane,-2.03,CCCCCl,92.569,5.0,0.0,2.0253,0.022285485122089,-0.126717152212131,0.0
Chlorodibromethane,-1.9,ClC(Br)Br,208.28,4.0,0.0,2.2986000000000004,0.1428735389483788,-0.0977463864297274,0.0
Urea,0.96,NC(=O)N,60.056,4.0,0.0,-0.9762,0.309056401422831,-0.3518462395056391,3.0
Pentamethylbenzene,-4.0,Cc1cc(C)c(C)c(C)c1C,148.249,11.0,1.0,3.2287000000000017,-0.0392283122935781,-0.0558363748320529,0.0
2-Bromopropane,-1.59,CC(C)Br,122.993,4.0,0.0,1.7897,0.0088754432138277,-0.089670318629343,0.0
"2',3,4-PCB",-6.29,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,257.547,15.0,2.0,5.313800000000001,0.0670134080054469,-0.0843437391001589,0.0
2-Isopropyltoluene,-3.76,CC(C)c1ccccc1C,134.22199999999995,10.0,1.0,3.118420000000002,-0.0216201104765041,-0.061984498756323,0.0
3-Octanoyloxymethylphenytoin,-6.523,O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,408.498,30.0,3.0,4.343200000000004,0.3278664007666814,-0.4435958595532159,6.0
o-Chloroaniline,-1.52,Nc1ccccc1Cl,127.574,8.0,1.0,1.9222,0.0634914077212632,-0.3975229646084394,1.0
Di(2-ethylhexyl)-phthalate,-6.96,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,390.5640000000003,28.0,1.0,6.433000000000007,0.3385161286350641,-0.4617829068048831,4.0
Cyclohexanol ,-0.44,OC1CCCCC1,100.161,7.0,1.0,1.3114,0.0539847748448125,-0.3931313824678402,1.0
Pyrolan,-2.09,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,245.282,18.0,2.0,2.2411200000000004,0.4155435322821291,-0.3910031038675776,5.0
Bromoethane,-1.09,CCBr,108.966,3.0,0.0,1.4012,0.0002805112836771,-0.0931076802838019,0.0
Diuron,-3.8,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,233.098,14.0,1.0,3.0869000000000018,0.3208174549548312,-0.3306530379179029,3.0
Benzophenone,-3.12,O=C(c1ccccc1)c2ccccc2,182.222,14.0,2.0,2.917600000000001,0.1925196653354077,-0.2886159649049109,1.0
"3,4-Dichlorophenol",-1.25,Oc1ccc(Cl)c(Cl)c1,163.003,9.0,1.0,2.6990000000000007,0.1166688180355786,-0.5079095447599914,1.0
Butamben,-3.082,CCCCOC(=O)c1ccc(N)cc1,193.246,14.0,1.0,2.2257,0.3376198178852672,-0.4620972863487179,3.0
Sorbitol,1.09,OCC(O)C(O)C(O)C(O)CO,182.172,12.0,0.0,-3.5854000000000004,0.1105786065313125,-0.393579134968567,6.0
Nonane,-5.88,CCCCCCCCC,128.259,9.0,0.0,3.7569000000000026,-0.0533063173371722,-0.0653823832227926,0.0
menthol,-2.53,CC(C)C1CCC(C)CC1O ,156.269,11.0,1.0,2.439500000000001,0.0572930255771365,-0.3928209088894812,1.0
Nitramine,-3.561,CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,322.243,22.0,1.0,2.9502000000000006,0.4184002236130266,-0.392586845737812,8.0
"2,2',3,3',4,4',5,5',6,6'-PCB",-11.6,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,498.66200000000026,22.0,2.0,9.8876,0.0808916956020674,-0.0819117560957166,0.0
kebuzone,-3.27,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,322.36400000000003,24.0,3.0,2.966800000000001,0.2583891539796552,-0.3000303590930413,5.0
Fenarimol,-4.38,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,331.202,22.0,3.0,4.0676000000000005,0.1444738897059665,-0.3759051458178066,3.0
Clomazone,-2.338,CC1(C)CON(Cc2ccccc2Cl)C1=O,239.702,16.0,2.0,2.640000000000001,0.254020760098205,-0.2718460417917367,3.0
"7,12-Dimethylbenz(a)anthracene",-7.02,Cc1c2ccccc2c(C)c3ccc4ccccc4c13,256.348,20.0,4.0,5.763040000000005,-0.0067051427493932,-0.0616289900474231,0.0
Ethane,-1.36,CC,30.07,2.0,0.0,1.0262,-0.0682623834205916,-0.0682623834205916,0.0
Dimecron,0.523,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,299.6909999999999,18.0,0.0,2.3950000000000005,0.4740462421151277,-0.3384522103646234,6.0
Indapamide,-3.586,CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,365.842,24.0,3.0,2.0834,0.2693460358964807,-0.2819109464594856,6.0
3-Methyl-2-butanol,-0.18,CC(C)C(C)O,88.14999999999999,6.0,0.0,1.0232,0.0534509591006451,-0.3931521332311514,1.0
isocarbamid,-2.15,C1N(C(=O)NCC(C)C)C(=O)NC1,185.227,13.0,1.0,0.3772000000000002,0.3251618906196445,-0.3373150097725226,5.0
Methylcyclopentane,-3.3,CC1CCCC1,84.162,6.0,1.0,2.1965000000000003,-0.0442800728356319,-0.062509722834086,0.0
Methyldymron,-3.35,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,268.36,20.0,2.0,3.767700000000003,0.3217887984356679,-0.3287493160739902,3.0
Ethion,-5.54,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,384.4870000000002,19.0,0.0,5.005300000000004,0.2476424870182897,-0.3219489461304759,4.0
p-Hydroxybenzaldehyde ,-0.96,Oc1ccc(C=O)cc1,122.12299999999998,9.0,1.0,1.2047,0.1495525794287206,-0.5079662192772983,2.0
Isopropalin,-6.49,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,309.36600000000004,22.0,1.0,4.252800000000004,0.2994513905113812,-0.3603650201735717,7.0
3-Chlorophenol,-0.7,Oc1cccc(Cl)c1,128.558,8.0,1.0,2.0456,0.1165618883049529,-0.5079113889979311,1.0
Santonin,-3.09,CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,246.30599999999995,18.0,3.0,2.419600000000001,0.3092003654840328,-0.4572361505641366,3.0
2-Butoxyethanol,-0.42,CCCCOCCO,118.176,8.0,0.0,0.7953999999999999,0.0697193624932535,-0.3939803427494521,2.0
"2,2',4,4',5,5'-PCB",-8.56,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,360.88200000000006,18.0,2.0,7.274000000000001,0.0607062440738638,-0.0836057748880484,0.0
"1,2-Benzenediol",0.62,Oc1ccccc1O,110.11199999999998,8.0,1.0,1.0978,0.1568831807254277,-0.5042601246702529,2.0
Quinethazone,-3.29,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,289.7440000000001,18.0,2.0,0.8788,0.2545144765915214,-0.3645981522225723,6.0
1-Chloropropane,-1.47,CCCCl,78.542,4.0,0.0,1.6352,0.0220330463305987,-0.1267278871383566,0.0
1-Chloropentane,-2.73,CCCCCCl,106.596,6.0,0.0,2.415400000000001,0.0222954012680881,-0.1267169710878523,0.0
Trichlomethiazide,-2.68,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,380.662,20.0,2.0,0.8210000000000011,0.2439841587811675,-0.3655785650065822,7.0
Coronene,-9.332,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,300.36000000000007,24.0,7.0,6.919200000000002,-0.0013868339341136,-0.053719847184178,0.0
Chlorotoluron,-3.46,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,212.68,14.0,1.0,2.741920000000001,0.3208174447293631,-0.3306530379516715,3.0
Benfuracarb,-4.71,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,410.5360000000002,28.0,2.0,4.057500000000004,0.4257020428527298,-0.4833023287748294,7.0
Cypermethrin,-8.017,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,416.30400000000014,28.0,3.0,6.177980000000004,0.3112852422470833,-0.457370815414609,4.0
17a-Methyltestosterone,-3.999,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,302.4580000000001,22.0,4.0,4.269300000000004,0.1551972904371741,-0.3896027937584239,2.0
Fluvalinate,-8.003,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,502.9200000000002,35.0,3.0,7.395680000000005,0.4159644150258993,-0.4573708154145319,5.0
"2,6-Dimethylphenol",-1.29,Cc1cccc(C)c1O,122.167,9.0,1.0,2.00904,0.1208838458123324,-0.5074073756140873,1.0
Quinoline,-1.3,c1ccc2ncccc2c1,129.16199999999998,10.0,2.0,2.2348,0.070143484473273,-0.256266728477736,1.0
1-Heptanol,-1.81,CCCCCCCO,116.204,8.0,0.0,1.9491,0.0430524072235813,-0.3963765693422926,1.0
p-Toluenesulfonamide ,-1.74,Cc1ccc(cc1)S(=O)(=O)N,171.22099999999998,11.0,1.0,0.6424200000000001,0.2375454354432316,-0.2246284072021168,3.0
"N,N-Dimethylaniline",-1.92,CN(C)c1ccccc1,121.18299999999996,9.0,1.0,1.7526,0.0360487258155562,-0.3776614787127546,1.0
1-Tetradecanol,-5.84,CCCCCCCCCCCCCCO,214.393,15.0,0.0,4.679800000000005,0.043052407228889,-0.3963765693422824,1.0
Benzo(k)fluoranthene,-8.49,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,252.316,20.0,5.0,5.640400000000003,-0.0026374245631845,-0.0616293469613554,0.0
2-Methylanthracene,-6.96,Cc1ccc2cc3ccccc3cc2c1,192.261,15.0,3.0,4.301420000000002,-0.0175013944178348,-0.0616293497845531,0.0
2-Methyl-1-Pentene,-3.03,CCCC(=C)C,84.16199999999999,6.0,0.0,2.3626000000000005,-0.0328395489916194,-0.1001411052091167,0.0
Aminocarb,-2.36,CNC(=O)Oc1ccc(N(C)C)c(C)c1,208.261,15.0,1.0,1.77922,0.4118385140368225,-0.4103528562371521,4.0
Acenapthylene,-3.96,C1=Cc2cccc3cccc1c23,152.19599999999994,12.0,3.0,3.3236000000000017,-0.0038857192436795,-0.0610326004092226,0.0
"1,3-Difluorobenzene",-2.0,Fc1cccc(F)c1,114.094,8.0,1.0,1.9648,0.1256217310929604,-0.2068998118897868,0.0
Ethyl hexanoate,-2.35,CCCCCC(=O)OCC,144.21399999999997,10.0,0.0,2.1298000000000004,0.3052674242159281,-0.4659692078832712,2.0
allantoin,-1.6,NC(=O)NC1NC(=O)NC1=O ,158.117,11.0,1.0,-2.1798,0.3230677910745061,-0.3516068550138664,7.0
1-Butyne,-1.24,CCC#C,54.09199999999999,4.0,0.0,1.0295999999999998,0.005757286480776,-0.120119860594399,0.0
